gene_name	qssm	qupm	reference_label	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
DDI2	11	7	131L	1.42288	1.46734	1.17422	1.08108	1.20018	1.26594	0.8416	1.28525	1.02146	1
PTGES3	8	5	131L	1.36575	1.36053	1.1361	1.0841	1.17455	1.28726	0.87012	1.36107	1.08492	1
PPA1	54	15	131L	1.7441	1.95934	1.30754	1.43043	1.299	1.52186	0.793907	1.38773	1.02277	1
CTSS	9	7	131L	1.725	1.4601	1.26668	1.26885	1.27781	1.5395	0.836984	1.39184	1.01203	1
BOD1L1	25	21	131L	1.46246	1.30246	0.939622	1.1811	1.283	1.1867	0.890902	0.944981	1.05926	1
ACTBL2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPCS	5	5	131L	1.68691	1.80907	1.37528	1.24405	1.22879	1.24528	0.89575	1.44492	1.09044	1
SCNM1	1	1	131L	1.08487	1.31337	1.09977	1.26109	1.03773	1.10956	0.690473	1.34662	0.845291	1
MED9	1	1	131L	1.30606	1.42952	0.992916	1.02543	1.41088	1.16742	0.721492	1.06298	1.16067	1
WNK3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRRC1	5	3	131L	1.93011	2.19272	1.57371	1.53562	1.46666	1.53028	0.9576	1.69867	1.13239	1
LRRCC1	1	1	131L	0.910188	0.905037	0.774972	0.733351	0.73948	0.982327	0.80559	0.844078	0.929019	1
STK11	7	7	131L	1.73586	1.6984	1.32611	1.57169	1.27721	1.60834	0.886538	1.48276	1.06011	1
CLPX	20	13	131L	1.52153	1.69406	1.32883	1.34318	1.25027	1.36033	0.851182	1.46292	1.09083	1
MMS19	1	1	131L	1.00204	1.70372	1.35793	1.40612	1.45899	1.31512	0.83663	1.22683	1.36115	1
CNP	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHCHD10	3	2	131L	1.19875	1.20409	1.16074	1.01824	1.12937	1.15044	0.83585	1.03662	1.19598	1
CAPNS1	33	7	131L	1.90363	2.03278	1.45047	1.41873	1.34558	1.50359	0.871064	1.4826	1.2159	1
BRK1	7	5	131L	1.76722	1.79122	1.18935	1.66722	1.157	1.42328	0.660429	1.2905	0.954668	1
CCDC97	2	2	131L	1.10565	1.1933	1.00669	0.980027	1.17585	1.05514	0.814045	1.23703	1.05316	1
GMPPB	3	3	131L	1.32026	1.45095	1.36681	1.16074	1.18218	1.2677	0.815711	1.29807	1.09974	1
ATAD2B	1	1	131L	1.33142	1.389	1.26742	0.711576	0.959129	1.55962	0.869359	1.07618	1.1396	1
SH2D1B	4	4	131L	1.65744	1.7172	1.23295	1.27686	1.18484	1.37363	0.765325	1.25803	1.07933	1
MTMR14	1	1	131L	0.916442	1.06125	0.970537	0.905231	0.880312	0.884726	0.631799	1.18931	0.967751	1
ZCSL3|DNAJC24	1	1	131L	1.42922	1.22921	0.921998	0.977925	1.20193	1.35352	0.844986	1.273	0.992131	1
BLOC1S5|NA	2	2	131L	1.08591	1.0653	0.941131	0.936542	1.0123	1.16069	0.736031	1.02216	0.981128	1
TXNDC5	31	14	131L	1.56999	1.62881	1.31658	1.26639	1.13944	1.33765	0.74639	1.33667	1.02912	1
HBE1	34	8	131L	1.62461	1.77885	1.26036	1.49736	1.24121	1.51945	0.913738	1.27331	1.12985	1
ZYG11B	12	10	131L	1.24614	1.38888	1.20932	1.11487	1.06871	1.1498	0.817008	1.22584	1.02665	1
HSPA8	1	1	131L	1.03653	1.27205	1.49602	1.25254	0.999435	1.29098	0.871073	1.11302	1.40382	1
CUL5	39	24	131L	1.58211	1.61321	1.18543	1.24006	1.24806	1.3228	0.897775	1.35147	1.09358	1
TBL1XR1	5	3	131L	1.95315	2.20549	1.26705	1.94592	1.32702	1.63503	0.794539	1.56664	0.933059	1
FBXO6	3	3	131L	1.62088	1.8229	1.44945	1.31992	1.16744	1.07434	0.81686	1.8275	1.00523	1
ATG12	4	2	131L	1.61922	1.66315	1.1193	1.29464	1.33878	1.3728	0.813766	1.29649	1.03368	1
PLS1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IRF3	3	3	131L	1.42885	1.46349	1.21168	0.861065	1.00058	1.11586	0.68301	1.13493	0.88089	1
LAGE3	10	5	131L	1.31089	1.31783	1.16096	1.00388	1.17023	1.27124	0.868838	1.27187	1.11428	1
ATP1B2	3	1	131L	1.29526	1.67917	1.09285	0.943495	1.13755	1.21795	0.897555	1.11108	1.20344	1
IGF2R	20	19	131L	1.40024	1.37101	1.07272	1.25145	1.06558	1.17807	0.779105	1.05948	1.02234	1
NRF1	1	1	131L	1.26686	1.21746	1.35984	1.12456	1.10547	1.11431	0.791272	1.23425	1.06392	1
FSCN1	111	30	131L	1.66142	1.95063	1.45028	1.37206	1.27654	1.34225	0.837105	1.46516	1.04475	1
HINT2	5	2	131L	1.47787	1.35266	1.13681	1.13721	1.23832	1.45778	0.806932	1.12017	0.975151	1
NONO	4	3	131L	1.00097	1.06408	1.15158	0.822556	0.865903	0.994808	0.775021	1.57214	0.929319	1
ALKBH1	2	2	131L	2.63518	3.22102	1.73029	2.12604	2.00359	1.82908	0.929519	1.25011	1.14423	1
AAMP	10	7	131L	1.50728	1.3921	1.22178	1.21598	1.34197	1.32066	0.852698	1.22138	1.1486	1
ALAD	17	9	131L	1.65989	1.90084	1.38154	1.23874	1.28838	1.32315	0.847989	1.49463	1.09657	1
KHDRBS1	1	1	131L	1.28602	1.35529	1.5749	1.20443	1.09074	1.00368	0.871358	1.91718	1.02552	1
PSME2	21	11	131L	1.73242	1.96383	1.50842	1.60309	1.27801	1.2707	0.822425	1.40878	0.958104	1
ZNF346	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT5	64	17	131L	1.51987	1.65964	1.29442	1.36101	1.22918	1.45863	0.832466	1.37117	1.06307	1
CHKB	5	4	131L	1.39104	1.57167	1.17542	1.13319	1.2658	1.42641	0.866511	1.41387	1.14731	1
MTURN	1	1	131L	1.57596	1.64852	1.37082	1.20131	1.11475	0.987257	0.81531	1.14971	0.823202	1
KRT9	26	15	131L	2.92301	2.60342	1.62727	2.13007	2.17096	3.87551	2.50272	4.34323	1.33305	1
CBS	67	21	131L	1.46159	1.55248	1.30464	1.13219	1.21605	1.30117	0.837022	1.28085	1.0925	1
C17orf89	1	1	131L	1.16384	1.48559	0.96646	0.990423	1.17728	1.03876	0.7447	1.12118	1.01866	1
MPDU1	1	1	131L	1.80179	2.42549	1.75585	1.03018	1.31398	1.31584	0.768717	1.7222	1.00333	1
MMAA	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPS7B	6	4	131L	1.42481	1.52412	1.46826	1.5576	1.1984	1.44644	0.89878	1.69461	1.04995	1
METTL14	3	3	131L	1.4181	1.64716	1.41237	1.1773	1.33555	1.25329	0.897708	1.3913	1.24042	1
MOV10	6	3	131L	1.21161	1.49025	1.07084	1.36039	1.0586	0.892765	0.784525	1.12708	1.04017	1
BTF3L4	9	3	131L	1.27676	1.14471	1.10599	0.893841	1.14877	1.32083	0.89851	1.25392	1.15191	1
CKS1B	5	4	131L	1.00048	0.817051	0.895534	0.454889	0.779546	0.742104	0.820084	0.847852	1.22666	1
HNRNPUL1	2	2	131L	1.11268	1.2059	1.01157	1.36611	1.00472	1.16671	0.664053	1.13314	0.947669	1
ZCCHC11	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LDHB	151	18	131L	1.53339	1.58613	1.23728	1.25559	1.23109	1.50124	0.859495	1.29497	1.05611	1
S100A13	7	4	131L	1.72405	1.66348	1.25887	1.19011	1.32683	1.4765	0.859966	1.37019	1.10183	1
TK1	2	1	131L	1.53045	1.46781	1.47632	1.05434	1.13848	1.47198	0.776073	1.24068	1.41188	1
OAT	39	13	131L	1.85584	1.88221	1.672	1.34606	1.41138	1.43132	0.941309	1.72405	1.02963	1
NUSAP1	3	3	131L	0.88055	1.12367	1.12049	1.30854	1.00987	1.109	0.887356	1.39997	1.17989	1
AP1M1	11	10	131L	1.52169	1.40449	1.23733	1.20134	1.19181	1.41412	0.886306	1.3174	1.14072	1
BCL9L	4	3	131L	1.69167	1.74701	1.87699	1.51525	1.32696	1.02265	0.888593	1.11442	1.09122	1
CCAR1	1	1	131L	1.42605	1.54862	1.36942	1.22644	1.25975	1.2642	0.813372	1.58242	1.21654	1
IKBKG	14	11	131L	1.69029	1.76894	1.32826	1.21675	1.23662	1.32634	0.910406	1.47451	1.09584	1
RPL18A	12	6	131L	0.195853	0.36555	0.914501	1.03072	0.395213	0.386261	1.03798	1.25708	1.28827	1
RCHY1	5	5	131L	1.53291	1.64129	1.239	1.23344	1.21425	1.33434	0.845303	1.39136	1.0786	1
URI1	15	12	131L	1.47134	1.6664	1.20783	1.21976	1.20255	1.24889	0.876841	1.29784	1.08967	1
GAPDH	385	25	131L	1.51022	1.56298	1.20841	1.29644	1.19447	1.41579	0.804369	1.29565	1.03049	1
ATPAF2	9	7	131L	1.5886	1.62194	1.36654	1.28526	1.23031	1.36088	0.844359	1.32556	1.06283	1
CCT4	133	35	131L	1.1823	1.40442	1.33672	1.26949	1.03374	1.16984	0.813721	1.274	1.03314	1
CCT8	179	36	131L	1.21218	1.45311	1.25161	1.25955	1.02753	1.17331	0.786724	1.23864	1.01216	1
ANXA11	4	4	131L	0.901319	0.928383	2.69035	0.878527	0.975561	1.03768	0.769484	1.32781	1.00859	1
DCP1A	2	2	131L	0.864217	0.63264	1.03435	0.727575	0.932368	1.29866	0.773073	0.73078	0.90008	1
EIF3S3|EIF3H	2	2	131L	1.19015	1.43271	0.972915	0.846147	1.01707	0.91036	0.801651	1.05161	1.13431	1
EIF3D	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDAC3	1	1	131L	1.81904	1.65161	1.60148	1.54543	1.25353	1.41843	0.916708	1.3618	0.956089	1
HIST1H2BB|RNF4	1	1	131L	2.07412	2.92518	1.8919	1.4692	1.43368	1.19355	0.962748	1.83719	1.215	1
NA	1	1	131L	0.579228	0.490567	0.772183	0.631037	0.734217	0.776848	0.750749	0.877175	1.08681	1
MED20	2	2	131L	2.02164	2.0463	1.50857	1.3751	1.40906	1.53632	0.949473	1.48749	1.07222	1
TSG101	1	1	131L	1.23974	1.37159	1.22192	0.889884	1.1093	0.960313	0.760727	1.39456	1.09433	1
ACTL6A	4	3	131L	1.80909	1.90083	1.30192	1.36677	1.31685	1.54816	0.834423	1.51489	1.04934	1
CDKN1B	2	2	131L	1.06066	0.97996	0.867906	0.714102	1.12721	1.2711	0.74064	1.20349	1.10659	1
PHYKPL	4	4	131L	1.61965	1.72898	1.31602	1.31839	1.26228	1.40268	0.827682	1.4285	1.12877	1
ATM	1	1	131L	0.899891	1.05845	1.03185	1.01778	0.932295	0.889873	0.842776	0.716747	0.950255	1
PCMT1	24	10	131L	1.59823	1.59357	1.30279	1.31553	1.21801	1.36699	0.817299	1.35514	1.01285	1
FAM134A	1	1	131L	1.17845	1.4106	1.41081	1.58943	1.01014	1.23641	0.891898	1.28762	1.038	1
GORASP2	1	1	131L	1.26683	1.32033	1.22003	1.09957	1.11223	1.13702	0.548235	1.69245	0.867459	1
RPS8	8	5	131L	0.548484	0.918562	1.20203	1.41904	0.776343	0.840666	0.940492	1.47927	1.01749	1
RPS15A	2	1	131L	0.594027	1.01484	1.33454	1.25484	0.675213	0.594967	0.799722	1.37793	1.04029	1
CC2D1B	1	1	131L	1.38724	1.16356	1.29722	1.40528	1.09438	1.29089	0.968842	1.17027	1.47246	1
MARS2	4	3	131L	1.34244	1.44526	1.19456	1.06058	1.20556	1.35739	0.864943	1.21577	1.13191	1
ATXN2L	16	10	131L	1.6797	1.90736	1.27931	1.41739	1.40032	1.16056	0.928297	1.37109	1.15007	1
NCKAP1	2	2	131L	1.32099	1.54844	1.19673	1.30847	1.18823	0.933441	0.824317	1.15761	1.0158	1
ACAA1	14	8	131L	1.32924	1.33438	1.20666	1.1508	1.00392	1.20073	0.745926	1.15949	1.02831	1
EVI2B	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DHX9	2	2	131L	1.08062	1.09382	1.04268	1.00497	0.881708	0.929643	0.843355	1.55691	1.09854	1
PSMD10	3	2	131L	1.70624	1.831	1.55675	1.48829	1.24842	1.46558	0.877093	1.48285	1.03472	1
NT5DC1	30	15	131L	1.64833	1.61318	1.20011	1.19358	1.29924	1.47396	0.869322	1.32657	1.08311	1
ASNS	149	31	131L	1.53076	1.57621	1.16806	1.16615	1.2575	1.40881	0.85545	1.33986	1.06081	1
TRIM67	1	1	131L	1.18209	1.20573	0.984849	1.02874	1.29783	1.20075	0.708702	1.23584	1.18797	1
FUBP1	34	9	131L	1.73186	1.62263	1.30267	1.25227	1.22269	1.22161	0.83464	1.49308	1.0776	1
PALM	3	2	131L	0.951427	1.30257	1.03942	0.823168	1.26193	1.44503	0.867069	1.28093	1.06894	1
BLOC1S2	1	1	131L	1.62851	1.65464	1.10184	1.29007	1.22133	1.33376	0.821505	1.18073	0.980017	1
POLG2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKT1S1	4	3	131L	1.31101	1.19939	1.07398	1.04283	1.24074	1.43691	0.867174	1.18929	1.04395	1
LSM12	7	3	131L	1.52862	1.72076	1.29069	1.17403	1.18986	1.22354	0.82387	1.41225	1.08731	1
METTL1	13	7	131L	1.4009	1.44775	1.17274	1.19406	1.17921	1.39799	0.836015	1.24561	1.01755	1
ATP5B	38	14	131L	1.35134	1.5253	1.28246	1.20602	1.1265	1.27313	0.76333	1.21345	1.05703	1
CSTF2T	1	1	131L	1.37201	1.43496	1.08108	1.07023	1.12498	1.10759	0.745946	1.35087	1.08038	1
PGD	87	24	131L	1.79194	2.05046	1.49647	1.31523	1.40866	1.41155	0.899135	1.42799	0.990112	1
HNRNPA1	8	5	131L	0.894964	0.949046	1.02057	0.959417	0.811584	0.832153	0.758036	1.25606	0.999155	1
CWC15	21	11	131L	1.84839	2.01521	1.39567	1.49361	1.39831	1.57618	0.956414	1.52052	1.16507	1
MRM1	2	2	131L	0.930805	1.13303	1.22965	1.05754	0.919434	0.699113	0.717972	1.1459	0.918319	1
SMEK1	12	7	131L	1.27681	1.24415	1.02153	1.09013	1.08181	0.97874	0.843436	1.08966	1.01078	1
TBC1D22B	1	1	131L	0.861398	1.01314	0.771221	1.06673	0.826814	1.01575	0.593853	0.920141	0.862555	1
FXN	4	3	131L	2.0036	2.26472	1.49239	1.40005	1.37489	1.3862	0.817526	1.56125	1.0827	1
UBE2R2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT3	1	1	131L	1.00545	0.922736	0.88237	1.3783	0.978822	5.30742	0.768713	1.04574	1.00208	1
NEFH	1	1	131L	1.72492	1.81135	1.16597	1.44454	1.41231	1.3339	0.868008	1.24087	1.29356	1
ESD	35	11	131L	1.56474	1.61034	1.17523	1.14124	1.22486	1.42423	0.860713	1.31292	1.13439	1
PSMD13	28	13	131L	0.9731	1.34436	1.33906	1.40952	0.939647	1.09339	0.838932	1.30613	1.01873	1
ERF	1	1	131L	1.5163	1.36419	1.2614	0.893038	1.09745	1.186	0.896149	1.29182	1.05676	1
CRIP2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FKBP7	6	5	131L	1.52641	1.7665	1.25047	1.24584	1.21342	1.34265	0.811862	1.37721	1.0277	1
DARS	46	22	131L	1.47133	1.54311	1.22324	1.21817	1.18023	1.33785	0.858548	1.34813	1.06723	1
CASC3	2	2	131L	1.31519	1.59814	1.2015	1.14363	1.12504	1.09092	0.753053	1.05235	0.991387	1
APLP2	1	1	131L	2.19227	1.98545	1.33829	1.97591	1.17418	1.55106	1.22381	1.20016	1.07449	1
HN1	7	6	131L	1.45346	1.56639	1.32712	1.13425	1.25092	1.37328	0.819734	1.39978	1.07197	1
FEM1B	12	11	131L	1.2532	1.38924	1.16845	1.09328	1.15525	1.18585	0.826895	1.26445	1.10498	1
CHML	5	3	131L	1.76893	1.88471	1.20881	1.18893	1.23442	1.06236	0.850306	1.18334	1.06851	1
RPL13	8	5	131L	0.511345	0.499335	0.822311	1.01087	0.430335	0.521306	1.01626	1.483	1.74006	1
PPP3R1|WDR92	5	3	131L	1.6272	1.53652	1.36747	1.22663	1.23959	1.30176	0.85429	1.35427	1.03998	1
LYZ	1	1	131L	2.21859	1.87281	1.47047	1.27409	1.13751	1.30602	0.847583	1.49267	1.04066	1
DAP	5	1	131L	1.10226	1.32327	0.854997	1.02054	1.20117	1.29165	0.617252	1.18365	0.949833	1
RPL26	1	1	131L	0.243026	0.289438	0.95592	1.18254	0.49779	0.640482	1.04913	1.24674	1.17541	1
C5orf22	4	3	131L	1.38135	1.63103	1.32666	1.28192	1.21951	1.33225	0.832481	1.38291	1.02613	1
NIPSNAP1	20	9	131L	1.41272	1.47181	1.15753	1.15265	1.14703	1.27696	0.805089	1.254	1.06317	1
CASP6	27	8	131L	1.6971	1.62528	1.34514	1.31581	1.29788	1.50329	0.808995	1.45442	1.03986	1
LMNB2	2	2	131L	1.16829	1.0929	1.10621	0.900609	0.868267	0.903323	0.704614	1.28886	0.964604	1
SAAL1	1	1	131L	1.6971	1.92978	1.43784	1.21526	1.3594	1.13926	0.860094	1.85044	0.905993	1
ALDH16A1	13	7	131L	1.1876	1.19729	1.1296	1.04775	1.02191	1.04015	0.802788	1.10479	1.01695	1
CALU	79	20	131L	1.63529	1.71953	1.28893	1.44297	1.17897	1.39661	0.78365	1.4236	1.06951	1
SERPINB6	50	14	131L	1.73368	1.82631	1.32973	1.35943	1.28852	1.49942	0.820029	1.4086	1.0378	1
STRAP	21	11	131L	1.62741	1.5601	1.2305	1.19746	1.27305	1.52213	0.897363	1.32261	1.16832	1
NDUFV1	17	12	131L	1.92347	2.13361	1.50875	1.42975	1.76139	1.49881	1.01556	1.97856	1.05516	1
TIPRL	3	2	131L	1.21008	1.30758	1.08771	1.09477	1.09308	1.243	0.754052	1.4274	0.96156	1
ARNT	1	1	131L	1.51195	1.61488	0.953919	1.15354	1.25566	1.01966	0.835093	1.18352	1.06573	1
SNX8	8	8	131L	1.47398	1.52719	1.31793	1.14558	1.19076	1.2975	0.842612	1.38759	1.06497	1
SNX5	3	3	131L	1.32865	1.31777	1.40798	0.943038	1.28976	1.10501	0.9758	1.7755	1.08001	1
TARS	22	14	131L	1.73952	1.95388	1.47829	1.51649	1.41321	1.10077	0.949786	1.84525	1.06117	1
STRIP1	2	2	131L	1.06515	1.42153	1.04823	1.25928	1.05347	0.961155	0.723761	1.06536	0.965046	1
STRIP2	1	1	131L	0.818416	0.879188	1.52404	0.968658	0.835326	0.605803	0.682696	0.858444	0.965007	1
NUP85	20	11	131L	1.34916	1.39108	1.13878	1.15314	1.19644	1.27769	0.81624	1.20434	1.10311	1
HIF1AN	4	4	131L	1.59275	1.61443	1.35699	1.21232	1.20418	1.14441	0.85241	1.40656	1.11996	1
PAK1IP1	4	3	131L	1.0326	1.26116	1.40223	1.18218	0.965831	0.963811	0.998112	1.3508	1.22134	1
BZW1	1	1	131L	0.730553	0.951059	1.02636	0.948446	0.802665	0.914807	0.85354	1.08218	0.980942	1
HSD17B11	2	2	131L	1.51659	1.78023	1.39661	1.38929	1.20656	1.27341	0.826934	1.65988	1.10842	1
UBE2E1	1	1	131L	1.56181	1.76161	1.36066	1.2105	1.19786	1.17143	0.747151	1.54443	0.965545	1
MYH10	51	34	131L	1.76359	1.83393	1.41865	1.57931	1.6963	1.34617	1.00307	1.19489	1.14066	1
KATNA1	3	3	131L	1.13946	1.24659	0.977366	0.839897	1.02733	1.06435	0.788563	1.19911	1.13892	1
ANP32A	38	9	131L	1.38555	1.39723	1.12171	1.11557	1.13572	1.32162	0.831675	1.18947	1.07484	1
THOC7	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLR2H	7	5	131L	1.40784	1.34156	1.22323	1.26175	1.15087	1.31672	0.840324	1.23744	0.994392	1
PDZD11	1	1	131L	1.52273	1.37004	1.15735	1.12298	1.15529	1.26514	0.774082	1.24505	1.07384	1
STRN4	1	1	131L	1.10046	1.35167	1.1295	0.884879	0.598004	0.414617	0.734843	0.598082	0.607164	1
ALDOA	265	27	131L	1.46216	1.60477	1.23866	1.23902	1.19368	1.35829	0.828172	1.30334	1.06261	1
MOCS2	4	3	131L	1.79899	2.00038	1.52016	1.31784	1.26991	1.22218	0.848829	1.54926	0.994891	1
LDHAL6A	1	1	131L	1.64025	1.86481	1.47993	1.37803	1.24547	1.36138	0.763803	1.46412	1.03624	1
SSX10|SSX2	2	2	131L	1.28017	1.25591	1.00647	1.03224	1.11193	1.25866	0.842392	1.28467	1.1125	1
SSX1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBAL3	2	2	131L	0.85796	1.78468	1.13077	0.671846	0.945769	0.697388	0.747428	0.875473	0.934477	1
RAB4B	2	2	131L	1.12514	1.2888	1.11019	0.905183	1.04289	0.969439	0.729913	1.09974	0.921135	1
RAB2A	11	6	131L	1.42178	1.6396	1.27642	1.20331	1.05748	1.2053	0.769335	1.3507	0.93691	1
PPAT	53	16	131L	1.4182	1.53023	1.23978	1.2932	1.20109	1.43441	0.822186	1.29286	1.04417	1
PTS	5	3	131L	1.63383	1.55804	1.17008	1.11473	1.36471	1.48459	0.923967	1.32234	1.12976	1
IMPDH2	23	15	131L	1.25701	1.34653	1.18898	1.21785	0.907001	1.06238	0.787568	1.42285	0.954736	1
LCP1	178	36	131L	1.46609	1.47854	1.19917	1.17633	1.19203	1.43728	0.834238	1.26935	1.09563	1
APEH	54	21	131L	1.42953	1.52535	1.26016	1.24805	1.16467	1.302	0.848553	1.30194	1.05454	1
ZCCHC8	7	7	131L	1.30099	1.46098	1.08924	1.14108	1.10632	0.913157	0.771466	1.27149	0.906269	1
CRYM	1	1	131L	1.62846	1.50795	1.02439	1.27992	1.26291	1.62256	0.910355	1.31715	1.15403	1
HDGFRP2	26	9	131L	1.56592	1.83125	1.15092	1.45218	1.33137	1.24059	0.899663	1.12009	1.12063	1
NDUFV3	3	2	131L	1.89653	1.84354	1.32756	1.24338	1.40135	1.48647	0.939155	1.46986	1.05228	1
SEC61G	1	1	131L	1.305	1.27409	1.15241	1.12884	1.33132	1.28044	0.877614	0.964853	1.20223	1
LRRC20	2	2	131L	1.24837	1.29925	1.32179	1.07916	1.10116	1.14457	0.873561	1.06215	0.996487	1
CRBN	6	5	131L	1.57154	1.78658	1.50238	1.34863	1.29658	1.29804	0.919017	1.43496	1.16833	1
DCK	28	12	131L	1.76819	1.77476	1.31331	1.35484	1.40943	1.60182	0.939444	1.49903	1.07035	1
GPN2	5	2	131L	1.53732	1.65078	1.31486	1.26818	1.18442	1.21504	0.850033	1.36069	1.11772	1
TEX2	1	1	131L	0	0	13.0571	0	0	0	3.264	0	638.94	1
CDK2	12	7	131L	1.72193	1.86251	1.33416	1.64931	1.23512	1.38804	0.821221	1.44718	0.989011	1
NDUFS4	4	3	131L	1.48375	1.59437	1.28982	1.09823	1.17154	1.22858	0.880093	1.39525	1.16913	1
NA	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WRAP53	5	4	131L	1.71659	1.87909	1.48866	1.39851	1.38219	1.05307	0.839593	1.35857	1.09243	1
HNRNPA2B1	3	3	131L	0.926044	1.01574	1.10574	1.08601	0.708959	0.831887	0.691957	1.45302	0.885969	1
TXNL4A	6	3	131L	1.63627	1.81873	1.33828	1.2351	1.32961	1.24074	0.867651	1.37981	0.996832	1
MRGBP	3	2	131L	1.26577	1.59522	1.25498	1.07066	1.04247	1.1678	0.824142	1.56536	1.17594	1
DCAF8	4	3	131L	1.44151	1.61795	1.33684	1.21501	1.133	1.0981	0.775177	1.4427	1.07969	1
HMGB1	44	8	131L	1.23232	1.04957	1.0302	0.802169	1.17042	1.33851	0.94643	1.10073	1.20512	1
KRT16	2	2	131L	1.2553	3.00169	1.05558	3.35931	2.98223	4.57165	1.17308	2.33961	1.03493	1
GSN	10	6	131L	1.56696	1.68378	1.17764	1.33273	1.14943	0.929707	0.83477	1.42141	0.993531	1
HMGCL	7	5	131L	1.5514	1.48337	1.12576	1.12775	1.22351	1.47454	0.862175	1.20067	1.02299	1
TSR2	1	1	131L	1.60464	1.77992	1.20647	1.16612	1.25137	1.26195	0.759898	1.41754	1.0108	1
SKA3	1	1	131L	1.0685	0.82655	0.766374	0.850847	1.02684	1.08918	0.803949	1.11896	1.19406	1
MAPK14	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COQ5	4	3	131L	0.808297	0.978683	1.13868	1.24961	0.830248	1.01015	0.794299	1.15039	1.05449	1
INPP4A	8	8	131L	1.32499	1.5107	1.05534	1.15455	1.12019	0.996397	0.810991	1.03724	1.0461	1
MCEE	2	2	131L	1.75014	1.78837	1.34482	1.23548	1.31952	1.4455	0.843782	1.49508	1.01066	1
BCKDK	2	2	131L	1.11588	1.26497	1.08159	1.07154	0.969276	1.02714	0.712498	1.16669	1.05456	1
NME2P1	1	1	131L	1.32676	1.16641	0.969008	0.958603	1.20126	1.49472	0.936646	1.08469	1.18268	1
RPL14	6	3	131L	0.240005	0.372788	1.06819	1.17467	0.320283	0.354484	1.03063	1.30519	1.32585	1
U2SURP	2	1	131L	1.14519	1.24059	0.892654	0.881469	0.932651	1.00202	0.742741	1.21505	0.961988	1
PPT2	5	2	131L	1.46148	1.36749	1.13139	1.3124	1.13282	1.32322	0.762669	1.19849	1.0445	1
PXN	18	10	131L	1.83778	1.77505	1.27738	1.32781	1.37559	1.52793	0.913872	1.43607	1.21209	1
PNPO	7	5	131L	1.56756	1.60605	1.13149	1.20134	1.35832	1.54359	0.864274	1.24147	0.997443	1
INIP	1	1	131L	1.34782	1.39902	1.15646	1.20762	1.37355	1.68225	0.83602	1.40397	1.0697	1
GADD45GIP1	2	2	131L	1.35887	1.51696	1.10873	1.23998	1.14451	1.32833	0.856378	1.30624	0.995167	1
ACLY	73	37	131L	1.40657	1.63039	1.18915	1.21539	1.24646	1.05012	0.872014	1.14209	0.969821	1
TARBP1	4	4	131L	1.23239	1.30447	1.08131	1.16831	1.23381	1.08191	1.00898	1.05463	1.00614	1
FRYL	10	10	131L	1.13819	1.18576	1.04624	1.1039	1.10938	0.966445	0.796893	0.870483	0.895886	1
NFAT5	2	2	131L	1.34109	1.44761	1.0264	1.27078	1.19864	1.19335	0.90712	1.13489	1.25618	1
NOP10	2	2	131L	1.06551	1.42621	1.08527	1.08641	1.1626	1.17806	0.79876	1.28	1.1757	1
NGRN	1	1	131L	1.08123	1.3965	1.08583	1.10734	1.10581	1.25231	0.890001	1.16543	1.29104	1
ERAP1	4	4	131L	1.06179	1.1088	1.11003	1.13971	0.890011	0.883881	0.6362	0.845008	1.06226	1
OTUB1	12	8	131L	1.5333	1.91011	1.28511	1.15191	1.24587	1.15584	0.809386	1.42605	0.993245	1
CHMP4A	7	4	131L	1.6461	1.54717	1.31102	1.19168	1.27866	1.51671	0.88199	1.29452	1.07884	1
RTFDC1	4	3	131L	1.37533	1.40786	1.134	1.0089	1.06999	1.18738	0.683231	1.35209	0.951869	1
PUS7	17	12	131L	1.39793	1.46065	1.17597	1.18396	1.1747	1.23599	0.816805	1.46397	1.02376	1
COX16	2	2	131L	1.58033	1.27806	1.07901	1.11349	1.24605	1.55986	0.838132	1.16567	1.17039	1
GDPGP1	1	1	131L	1.13977	1.48567	1.2464	1.04886	1.1514	1.03784	0.764108	1.20269	1.03758	1
